Name,City,State,Category,Population
"Moberly, Missouri",Moberly, Missouri,city,13742
"Harrisonville, Missouri",Harrisonville, Missouri,city,9435
"Marshall, Missouri",Marshall, Missouri,city,12318
"Saint Joseph, Missouri",Saint Joseph, Missouri,city,80818
"Maplewood, Missouri",Maplewood, Missouri,city,8115
"Hazelwood, Missouri",Hazelwood, Missouri,city,25290
"Saint Ann, Missouri",Saint Ann, Missouri,city,12737
"Kennett, Missouri",Kennett, Missouri,city,10693
"Park Hills, Missouri",Park Hills, Missouri,city,8557
"Kansas City, Missouri",Kansas City, Missouri,city,1615621
"Blue Springs, Missouri",Blue Springs, Missouri,city,54945
"Webb City, Missouri",Webb City, Missouri,city,11334
"Lees Summit, Missouri",Lees Summit, Missouri,city,90597
"Ballwin, Missouri",Ballwin, Missouri,city,30181
"Kirkwood, Missouri",Kirkwood, Missouri,city,27653
"Berkeley, Missouri",Berkeley, Missouri,city,8920
"Greenwood, Missouri",Greenwood, Missouri,city,5742
"Waynesville, Missouri",Waynesville, Missouri,city,5230
"Shrewsbury, Missouri",Shrewsbury, Missouri,city,6123
"Crestwood, Missouri",Crestwood, Missouri,city,11870
"Raytown, Missouri",Raytown, Missouri,city,29211
"Bridgeton, Missouri",Bridgeton, Missouri,city,11648
"Chillicothe, Missouri",Chillicothe, Missouri,city,9787
"Brentwood, Missouri",Brentwood, Missouri,city,7998
"Carl Junction, Missouri",Carl Junction, Missouri,city,7864
"Troy, Missouri",Troy, Missouri,city,15081
"Neosho, Missouri",Neosho, Missouri,city,12153
"University City, Missouri",University City, Missouri,city,34549
"Overland, Missouri",Overland, Missouri,city,15708
"Smithville, Missouri",Smithville, Missouri,city,9798
"Black Jack, Missouri",Black Jack, Missouri,city,6927
"Carthage, Missouri",Carthage, Missouri,city,15465
"Ozark, Missouri",Ozark, Missouri,city,19905
"Maryville, Missouri",Maryville, Missouri,city,12983
"Maryland Heights, Missouri",Maryland Heights, Missouri,city,26996
"Saint Charles, Missouri",Saint Charles, Missouri,city,70329
"Platte City, Missouri",Platte City, Missouri,city,9441
"Arnold, Missouri",Arnold, Missouri,city,21113
"West Plains, Missouri",West Plains, Missouri,city,11488
"Kirksville, Missouri",Kirksville, Missouri,city,15942
"Cameron, Missouri",Cameron, Missouri,city,9612
"O'Fallon, Missouri",O'Fallon, Missouri,city,87597
"Cottleville, Missouri",Cottleville, Missouri,city,5253
"Savage, Minnesota",Savage, Minnesota,city,31352
"East Bethel, Minnesota",East Bethel, Minnesota,city,11928
"Maple Grove, Minnesota",Maple Grove, Minnesota,city,71066
"Lake City, Minnesota",Lake City, Minnesota,city,5149
"Minnetonka, Minnesota",Minnetonka, Minnesota,city,53085
"International Falls, Minnesota",International Falls, Minnesota,city,6581
"Brooklyn Center, Minnesota",Brooklyn Center, Minnesota,city,31006
"Fridley, Minnesota",Fridley, Minnesota,city,27853
"Hopkins, Minnesota",Hopkins, Minnesota,city,18678
"Red Wing, Minnesota",Red Wing, Minnesota,city,14325
"West Saint Paul, Minnesota",West Saint Paul, Minnesota,city,19767
"White Bear Lake, Minnesota",White Bear Lake, Minnesota,city,25888
"Hermantown, Minnesota",Hermantown, Minnesota,city,9513
"Little Canada, Minnesota",Little Canada, Minnesota,city,10477
"Shorewood, Minnesota",Shorewood, Minnesota,city,7978
"Buffalo, Minnesota",Buffalo, Minnesota,city,16744
"Glencoe, Minnesota",Glencoe, Minnesota,city,5407
"Mound, Minnesota",Mound, Minnesota,city,9517
"Prior Lake, Minnesota",Prior Lake, Minnesota,city,26401
"Edina, Minnesota",Edina, Minnesota,city,51958
"Brainerd, Minnesota",Brainerd, Minnesota,city,19574
"Byron, Minnesota",Byron, Minnesota,city,5371
"Owatonna, Minnesota",Owatonna, Minnesota,city,25587
"Roseville, Minnesota",Roseville, Minnesota,city,36314
"Mahtomedi, Minnesota",Mahtomedi, Minnesota,city,8191
"Saint Cloud, Minnesota",Saint Cloud, Minnesota,city,114225
"Jordan, Minnesota",Jordan, Minnesota,city,5954
"Montevideo, Minnesota",Montevideo, Minnesota,city,5090
"Mounds View, Minnesota",Mounds View, Minnesota,city,13098
"Anoka, Minnesota",Anoka, Minnesota,city,17522
"Crookston, Minnesota",Crookston, Minnesota,city,7865
"Fairmont, Minnesota",Fairmont, Minnesota,city,9093
"Hibbing, Minnesota",Hibbing, Minnesota,city,11389
"Northfield, Minnesota",Northfield, Minnesota,city,22037
"Wyoming, Minnesota",Wyoming, Minnesota,city,7887
"Chanhassen, Minnesota",Chanhassen, Minnesota,city,25558
"Oak Grove, Minnesota",Oak Grove, Minnesota,city,8735
"Monticello, Minnesota",Monticello, Minnesota,city,27215
"North Oaks, Minnesota",North Oaks, Minnesota,city,5207
"Rogers, Minnesota",Rogers, Minnesota,city,12984
"Belle Plaine, Minnesota",Belle Plaine, Minnesota,city,6599
"Waseca, Minnesota",Waseca, Minnesota,city,9098
"Isanti, Minnesota",Isanti, Minnesota,city,5721
"Forest Lake, Minnesota",Forest Lake, Minnesota,city,23602
"Lake Elmo, Minnesota",Lake Elmo, Minnesota,city,8983
"New Ulm, Minnesota",New Ulm, Minnesota,city,13085
"Cambridge, Minnesota",Cambridge, Minnesota,city,15486
"Morris, Minnesota",Morris, Minnesota,city,5134
"Waite Park, Minnesota",Waite Park, Minnesota,city,7481
"Medina, Minnesota",Medina, Minnesota,city,6460
"Rochester, Minnesota",Rochester, Minnesota,city,116713
"Elk River, Minnesota",Elk River, Minnesota,city,24506
"Oakdale, Minnesota",Oakdale, Minnesota,city,28083
"Litchfield, Minnesota",Litchfield, Minnesota,city,6529
"Little Falls, Minnesota",Little Falls, Minnesota,city,9411
"Hastings, Minnesota",Hastings, Minnesota,city,22882
"Detroit Lakes, Minnesota",Detroit Lakes, Minnesota,city,8575
"Rosemount, Minnesota",Rosemount, Minnesota,city,24344
"Columbia Heights, Minnesota",Columbia Heights, Minnesota,city,20254
"Big Lake, Minnesota",Big Lake, Minnesota,city,10915
"Lino Lakes, Minnesota",Lino Lakes, Minnesota,city,21407
"Farmington, Minnesota",Farmington, Minnesota,city,23067
"Winona, Minnesota",Winona, Minnesota,city,29973
"Albert Lea, Minnesota",Albert Lea, Minnesota,city,17558
"Mankato, Minnesota",Mankato, Minnesota,city,61912
"Virginia, Minnesota",Virginia, Minnesota,city,12551
"Grand Rapids, Minnesota",Grand Rapids, Minnesota,city,9603
"Fergus Falls, Minnesota",Fergus Falls, Minnesota,city,12673
"Coon Rapids, Minnesota",Coon Rapids, Minnesota,city,62656
"Robbinsdale, Minnesota",Robbinsdale, Minnesota,city,14544
"Worthington, Minnesota",Worthington, Minnesota,city,13093
"Burnsville, Minnesota",Burnsville, Minnesota,city,61439
"Arden Hills, Minnesota",Arden Hills, Minnesota,city,10362
"Spring Lake Park, Minnesota",Spring Lake Park, Minnesota,city,6502
"Vadnais Heights, Minnesota",Vadnais Heights, Minnesota,city,13561
"Golden Valley, Minnesota",Golden Valley, Minnesota,city,21520
"Shoreview, Minnesota",Shoreview, Minnesota,city,26794
"Crystal, Minnesota",Crystal, Minnesota,city,23165
"New Prague, Minnesota",New Prague, Minnesota,city,8376
"Apple Valley, Minnesota",Apple Valley, Minnesota,city,52435
"Andover, Minnesota",Andover, Minnesota,city,32902
"Stillwater, Minnesota",Stillwater, Minnesota,city,19368
"Eagan, Minnesota",Eagan, Minnesota,city,66627
"Thief River Falls, Minnesota",Thief River Falls, Minnesota,city,9156
"Willmar, Minnesota",Willmar, Minnesota,city,20262
"North Mankato, Minnesota",North Mankato, Minnesota,city,13746
"Minneapolis, Minnesota",Minneapolis, Minnesota,city,2926757
"Cottage Grove, Minnesota",Cottage Grove, Minnesota,city,36793
"Maplewood, Minnesota",Maplewood, Minnesota,city,40918
"Eden Prairie, Minnesota",Eden Prairie, Minnesota,city,64400
"Saint Francis, Minnesota",Saint Francis, Minnesota,city,6595
"Stewartville, Minnesota",Stewartville, Minnesota,city,6079
"Kasson, Minnesota",Kasson, Minnesota,city,7589
"Inver Grove Heights, Minnesota",Inver Grove Heights, Minnesota,city,35392
"New Hope, Minnesota",New Hope, Minnesota,city,21063
"Waconia, Minnesota",Waconia, Minnesota,city,12289
"Marshall, Minnesota",Marshall, Minnesota,city,13494
"Saint Peter, Minnesota",Saint Peter, Minnesota,city,12372
"Delano, Minnesota",Delano, Minnesota,city,5827
"Saint Joseph, Minnesota",Saint Joseph, Minnesota,city,7126
"Saint Michael, Minnesota",Saint Michael, Minnesota,city,17565
"North Branch, Minnesota",North Branch, Minnesota,city,6662
"South Saint Paul, Minnesota",South Saint Paul, Minnesota,city,20242
"Zimmerman, Minnesota",Zimmerman, Minnesota,city,8771
"Faribault, Minnesota",Faribault, Minnesota,city,24101
"Saint Paul Park, Minnesota",Saint Paul Park, Minnesota,city,5392
"Bloomington, Minnesota",Bloomington, Minnesota,city,85866
"Corcoran, Minnesota",Corcoran, Minnesota,city,5912
"Otsego, Minnesota",Otsego, Minnesota,city,16755
"Shakopee, Minnesota",Shakopee, Minnesota,city,40893
"Victoria, Minnesota",Victoria, Minnesota,city,9305
"Chaska, Minnesota",Chaska, Minnesota,city,26561
"Alexandria, Minnesota",Alexandria, Minnesota,city,20851
"Orono, Minnesota",Orono, Minnesota,city,8147
"Mendota Heights, Minnesota",Mendota Heights, Minnesota,city,11343
"Saint Louis Park, Minnesota",Saint Louis Park, Minnesota,city,49029
"Cloquet, Minnesota",Cloquet, Minnesota,city,12738
"Minnetrista, Minnesota",Minnetrista, Minnesota,city,7739
"Albertville, Minnesota",Albertville, Minnesota,city,7403
"Baxter, Minnesota",Baxter, Minnesota,city,8278
"Lindstrom, Minnesota",Lindstrom, Minnesota,city,8664
"Hugo, Minnesota",Hugo, Minnesota,city,14828
"Plymouth, Minnesota",Plymouth, Minnesota,city,78395
"Blaine, Minnesota",Blaine, Minnesota,city,64557
"Brooklyn Park, Minnesota",Brooklyn Park, Minnesota,city,80581
"Richfield, Minnesota",Richfield, Minnesota,city,36151
"Dayton, Minnesota",Dayton, Minnesota,city,5791
"Ramsey, Minnesota",Ramsey, Minnesota,city,26587
"North Saint Paul, Minnesota",North Saint Paul, Minnesota,city,12444
"Hutchinson, Minnesota",Hutchinson, Minnesota,city,13773
"La Crescent, Minnesota",La Crescent, Minnesota,city,5028
"Bemidji, Minnesota",Bemidji, Minnesota,city,16733
"Chisago City, Minnesota",Chisago City, Minnesota,city,5109
"Austin, Minnesota",Austin, Minnesota,city,25321
"Lakeville, Minnesota",Lakeville, Minnesota,city,63748
"Sauk Rapids, Minnesota",Sauk Rapids, Minnesota,city,13722
"Falcon Heights, Minnesota",Falcon Heights, Minnesota,city,5592
"Champlin, Minnesota",Champlin, Minnesota,city,25022
"Woodbury, Minnesota",Woodbury, Minnesota,city,69756
"Sartell, Minnesota",Sartell, Minnesota,city,17752
"Duluth, Minnesota",Duluth, Minnesota,city,120101
"Saint Paul, Minnesota",Saint Paul, Minnesota,city,306621
"East Grand Forks, Minnesota",East Grand Forks, Minnesota,city,8631
"Saint Anthony, Minnesota",Saint Anthony, Minnesota,city,9077
"New Brighton, Minnesota",New Brighton, Minnesota,city,22787
"Moorhead, Minnesota",Moorhead, Minnesota,city,43122
"Ham Lake, Minnesota",Ham Lake, Minnesota,city,16528
"Wayne, Michigan",Wayne, Michigan,city,16947
"Grand Haven, Michigan",Grand Haven, Michigan,city,10905
"Alpena, Michigan",Alpena, Michigan,city,13597
"Lapeer, Michigan",Lapeer, Michigan,city,13228
"Williamston, Michigan",Williamston, Michigan,city,6418
"Holland, Michigan",Holland, Michigan,city,100885
"Charlotte, Michigan",Charlotte, Michigan,city,12657
"Paw Paw, Michigan",Paw Paw, Michigan,city,8400
"Hudsonville, Michigan",Hudsonville, Michigan,city,7323
"Hazel Park, Michigan",Hazel Park, Michigan,city,16489
"Frankenmuth, Michigan",Frankenmuth, Michigan,city,5277
"Novi, Michigan",Novi, Michigan,city,59715
"Ludington, Michigan",Ludington, Michigan,city,10690
"South Haven, Michigan",South Haven, Michigan,city,5717
"Houghton, Michigan",Houghton, Michigan,city,15812
"Dowagiac, Michigan",Dowagiac, Michigan,city,5952
"Clare, Michigan",Clare, Michigan,city,5501
"Marquette, Michigan",Marquette, Michigan,city,26029
"Mount Pleasant, Michigan",Mount Pleasant, Michigan,city,37206
"Northville, Michigan",Northville, Michigan,city,5988
"Clawson, Michigan",Clawson, Michigan,city,11946
"Rochester, Michigan",Rochester, Michigan,city,13029
"Cadillac, Michigan",Cadillac, Michigan,city,11792
"East Grand Rapids, Michigan",East Grand Rapids, Michigan,city,11731
"South Lyon, Michigan",South Lyon, Michigan,city,123850
"Brighton, Michigan",Brighton, Michigan,city,7611
"Big Rapids, Michigan",Big Rapids, Michigan,city,13941
"Albion, Michigan",Albion, Michigan,city,8865
"Fraser, Michigan",Fraser, Michigan,city,14608
"Roseville, Michigan",Roseville, Michigan,city,47501
"Birmingham, Michigan",Birmingham, Michigan,city,21142
"Grosse Pointe, Michigan",Grosse Pointe, Michigan,city,5188
"Huntington Woods, Michigan",Huntington Woods, Michigan,city,6317
"Bay City, Michigan",Bay City, Michigan,city,67059
"Norton Shores, Michigan",Norton Shores, Michigan,city,24501
"Kentwood, Michigan",Kentwood, Michigan,city,51747
"Three Rivers, Michigan",Three Rivers, Michigan,city,10654
"Melvindale, Michigan",Melvindale, Michigan,city,10341
"Howell, Michigan",Howell, Michigan,city,9524
"New Baltimore, Michigan",New Baltimore, Michigan,city,12380
"Oak Park, Michigan",Oak Park, Michigan,city,29654
"Swartz Creek, Michigan",Swartz Creek, Michigan,city,5512
"Monroe, Michigan",Monroe, Michigan,city,49115
"Ishpeming, Michigan",Ishpeming, Michigan,city,12253
"Wyoming, Michigan",Wyoming, Michigan,city,75938
"Allegan, Michigan",Allegan, Michigan,city,6380
"Escanaba, Michigan",Escanaba, Michigan,city,20199
"Rochester Hills, Michigan",Rochester Hills, Michigan,city,74205
"Eastpointe, Michigan",Eastpointe, Michigan,city,32511
"Muskegon, Michigan",Muskegon, Michigan,city,160142
"East Lansing, Michigan",East Lansing, Michigan,city,48844
"Westland, Michigan",Westland, Michigan,city,81747
"Highland Park, Michigan",Highland Park, Michigan,city,10900
"Fenton, Michigan",Fenton, Michigan,city,11286
"Belding, Michigan",Belding, Michigan,city,5769
"Saint Clair Shores, Michigan",Saint Clair Shores, Michigan,city,59635
"Flushing, Michigan",Flushing, Michigan,city,7949
"Jackson, Michigan",Jackson, Michigan,city,87819
"Hamtramck, Michigan",Hamtramck, Michigan,city,21752
"Walled Lake, Michigan",Walled Lake, Michigan,city,7156
"River Rouge, Michigan",River Rouge, Michigan,city,7482
"Flat Rock, Michigan",Flat Rock, Michigan,city,9955
"Owosso, Michigan",Owosso, Michigan,city,21459
"Traverse City, Michigan",Traverse City, Michigan,city,49806
"Farmington, Michigan",Farmington, Michigan,city,10578
"Muskegon Heights, Michigan",Muskegon Heights, Michigan,city,10735
"Holly, Michigan",Holly, Michigan,city,8325
"Grand Ledge, Michigan",Grand Ledge, Michigan,city,7802
"Grand Rapids, Michigan",Grand Rapids, Michigan,city,602694
"Trenton, Michigan",Trenton, Michigan,city,18255
"Beverly Hills, Michigan",Beverly Hills, Michigan,city,10425
"Romulus, Michigan",Romulus, Michigan,city,23457
"Menominee, Michigan",Menominee, Michigan,city,8148
"Ypsilanti, Michigan",Ypsilanti, Michigan,city,21076
"Madison Heights, Michigan",Madison Heights, Michigan,city,30050
"Saint Joseph, Michigan",Saint Joseph, Michigan,city,8363
"Gaylord, Michigan",Gaylord, Michigan,city,8393
"Tecumseh, Michigan",Tecumseh, Michigan,city,8375
"Ann Arbor, Michigan",Ann Arbor, Michigan,city,326288
"Hastings, Michigan",Hastings, Michigan,city,7673
"Coldwater, Michigan",Coldwater, Michigan,city,16595
"Kalamazoo, Michigan",Kalamazoo, Michigan,city,214083
"Saginaw, Michigan",Saginaw, Michigan,city,119336
"Lincoln Park, Michigan",Lincoln Park, Michigan,city,36655
"Sault Sainte Marie, Michigan",Sault Sainte Marie, Michigan,city,12637
"Livonia, Michigan",Livonia, Michigan,city,94105
"Petoskey, Michigan",Petoskey, Michigan,city,8287
"Harper Woods, Michigan",Harper Woods, Michigan,city,13743
"Saint Clair, Michigan",Saint Clair, Michigan,city,5335
"Pontiac, Michigan",Pontiac, Michigan,city,59792
"Manistee, Michigan",Manistee, Michigan,city,9422
"Eaton Rapids, Michigan",Eaton Rapids, Michigan,city,5388
"Rockford, Michigan",Rockford, Michigan,city,6264
"Ionia, Michigan",Ionia, Michigan,city,14148
"Battle Creek, Michigan",Battle Creek, Michigan,city,76803
"Grosse Pointe Woods, Michigan",Grosse Pointe Woods, Michigan,city,15560
"Lansing, Michigan",Lansing, Michigan,city,320928
"Southgate, Michigan",Southgate, Michigan,city,29084
"Berrien Springs, Michigan",Berrien Springs, Michigan,city,7125
"Niles, Michigan",Niles, Michigan,city,11208
"Saint Louis, Michigan",Saint Louis, Michigan,city,7298
"Sterling Heights, Michigan",Sterling Heights, Michigan,city,132631
"Goodrich, Michigan",Goodrich, Michigan,city,5821
"Marshall, Michigan",Marshall, Michigan,city,7582
"Grand Blanc, Michigan",Grand Blanc, Michigan,city,7889
"Whitehall, Michigan",Whitehall, Michigan,city,10690
"Auburn Hills, Michigan",Auburn Hills, Michigan,city,23296
"Lowell, Michigan",Lowell, Michigan,city,7359
"Garden City, Michigan",Garden City, Michigan,city,26650
"Grosse Pointe Park, Michigan",Grosse Pointe Park, Michigan,city,11125
"Alma, Michigan",Alma, Michigan,city,16224
"Wyandotte, Michigan",Wyandotte, Michigan,city,24977
"Wixom, Michigan",Wixom, Michigan,city,13831
"Saint Johns, Michigan",Saint Johns, Michigan,city,8448
"Port Huron, Michigan",Port Huron, Michigan,city,83841
"Allen Park, Michigan",Allen Park, Michigan,city,27156
"Portland, Michigan",Portland, Michigan,city,5070
"Milford, Michigan",Milford, Michigan,city,6471
"Otsego, Michigan",Otsego, Michigan,city,11858
"Flint, Michigan",Flint, Michigan,city,335354
"Marysville, Michigan",Marysville, Michigan,city,9706
"Dearborn, Michigan",Dearborn, Michigan,city,94491
"Sturgis, Michigan",Sturgis, Michigan,city,12837
"Grandville, Michigan",Grandville, Michigan,city,15970
"Inkster, Michigan",Inkster, Michigan,city,24453
"Richmond, Michigan",Richmond, Michigan,city,6319
"Center Line, Michigan",Center Line, Michigan,city,8273
"Troy, Michigan",Troy, Michigan,city,83813
"Warren, Michigan",Warren, Michigan,city,135022
"Mason, Michigan",Mason, Michigan,city,8409
"Riverview, Michigan",Riverview, Michigan,city,12107
"Zeeland, Michigan",Zeeland, Michigan,city,5559
"Berkley, Michigan",Berkley, Michigan,city,15331
"Taylor, Michigan",Taylor, Michigan,city,61276
"Saline, Michigan",Saline, Michigan,city,9291
"Midland, Michigan",Midland, Michigan,city,59138
"Laurium, Michigan",Laurium, Michigan,city,7155
"Greenville, Michigan",Greenville, Michigan,city,9696
"Ecorse, Michigan",Ecorse, Michigan,city,9226
"Mount Clemens, Michigan",Mount Clemens, Michigan,city,16312
"Detroit, Michigan",Detroit, Michigan,city,3522206
"Adrian, Michigan",Adrian, Michigan,city,43877
"Walker, Michigan",Walker, Michigan,city,24822
"Chelsea, Michigan",Chelsea, Michigan,city,5615
"Southfield, Michigan",Southfield, Michigan,city,73208
"Burton, Michigan",Burton, Michigan,city,28643
"Ironwood, Michigan",Ironwood, Michigan,city,6582
"Benton Harbor, Michigan",Benton Harbor, Michigan,city,59939
"Milan, Michigan",Milan, Michigan,city,7787
"Grosse Pointe Farms, Michigan",Grosse Pointe Farms, Michigan,city,9158
"Portage, Michigan",Portage, Michigan,city,48816
"Dearborn Heights, Michigan",Dearborn Heights, Michigan,city,55758
"Springfield, Michigan",Springfield, Michigan,city,5197
"Farmington Hills, Michigan",Farmington Hills, Michigan,city,81050
"Iron Mountain, Michigan",Iron Mountain, Michigan,city,18568
"Ferndale, Michigan",Ferndale, Michigan,city,20070
"Hillsdale, Michigan",Hillsdale, Michigan,city,11416
"Plymouth, Michigan",Plymouth, Michigan,city,9138
"Woodhaven, Michigan",Woodhaven, Michigan,city,12486
"Royal Oak, Michigan",Royal Oak, Michigan,city,59112
"Central Falls, Rhode Island",Central Falls, Rhode Island,city,19359
"Providence, Rhode Island",Providence, Rhode Island,city,1206642
"Warwick, Rhode Island",Warwick, Rhode Island,city,80871
"Cranston, Rhode Island",Cranston, Rhode Island,city,81202
"East Providence, Rhode Island",East Providence, Rhode Island,city,47600
"Newport, Rhode Island",Newport, Rhode Island,city,24942
"Woonsocket, Rhode Island",Woonsocket, Rhode Island,city,41759
"Pawtucket, Rhode Island",Pawtucket, Rhode Island,city,72001
"Park City, Kansas",Park City, Kansas,city,7729
"Arkansas City, Kansas",Arkansas City, Kansas,city,12449
"Ottawa, Kansas",Ottawa, Kansas,city,12147
"El Dorado, Kansas",El Dorado, Kansas,city,14692
"Ulysses, Kansas",Ulysses, Kansas,city,6025
"Iola, Kansas",Iola, Kansas,city,5377
"Mulvane, Kansas",Mulvane, Kansas,city,6359
"Basehor, Kansas",Basehor, Kansas,city,5017
"Valley Center, Kansas",Valley Center, Kansas,city,7300
"Overland Park, Kansas",Overland Park, Kansas,city,191278
"Leavenworth, Kansas",Leavenworth, Kansas,city,46517
"Lansing, Kansas",Lansing, Kansas,city,11947
"Junction City, Kansas",Junction City, Kansas,city,38178
"Roeland Park, Kansas",Roeland Park, Kansas,city,6772
"Gardner, Kansas",Gardner, Kansas,city,21583
"Spring Hill, Kansas",Spring Hill, Kansas,city,6635
"Prairie Village, Kansas",Prairie Village, Kansas,city,22368
